Unnamed: 0,activity,datetime,case_id,resource
333,Отправка документов со стороны архитектурного отдела,1970-04-26 20:52:13+00:00,11,Система/Процесс
334,Уведомление заявителя о не прохождении надзора,1970-04-26 20:52:14+00:00,11,Система/Процесс
335,Исправление замечаний по проекту,1970-04-26 20:52:15+00:00,11,Заявитель
336,Регистрация заявления,1970-04-26 20:52:16+00:00,11,Система/Процесс
337,Проверка инженером-экспертом,1970-04-26 20:52:17+00:00,11,Инженер
338,Требуется ручная проверка,1970-04-26 20:52:18+00:00,11,Система/Процесс
339,Проверка архитектором-экспертом,1970-04-26 20:52:19+00:00,11,Архитектор
340,Проверка инженером экспертом,1970-04-26 20:52:20+00:00,11,Инженер
341,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:52:21+00:00,11,Санэпидемнадзор
342,Отправка документов со стороны инженерного отдела,1970-04-26 20:52:22+00:00,11,Система/Процесс
343,Запрос заключения пожарного эксперта,1970-04-26 20:52:23+00:00,11,Пожарный надзор
344,Отправка документов со стороны архитектурного отдела,1970-04-26 20:52:24+00:00,11,Система/Процесс
345,Уведомление заявителя о не прохождении надзора,1970-04-26 20:52:25+00:00,11,Система/Процесс
346,Исправление замечаний по проекту,1970-04-26 20:52:26+00:00,11,Заявитель
347,Регистрация заявления,1970-04-26 20:52:27+00:00,11,Система/Процесс
348,Проверка архитектором-экспертом,1970-04-26 20:52:28+00:00,11,Архитектор
349,Проверка инженером-экспертом,1970-04-26 20:52:29+00:00,11,Инженер
350,Запрос заключения пожарного эксперта,1970-04-26 20:52:30+00:00,11,Пожарный надзор
351,Требуется ручная проверка,1970-04-26 20:52:31+00:00,11,Система/Процесс
352,Проверка инженером экспертом,1970-04-26 20:52:32+00:00,11,Инженер
353,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:52:33+00:00,11,Санэпидемнадзор
354,Отправка документов со стороны архитектурного отдела,1970-04-26 20:52:34+00:00,11,Система/Процесс
355,Отправка документов со стороны инженерного отдела,1970-04-26 20:52:35+00:00,11,Система/Процесс
356,Формирование пакета документов,1970-04-26 20:52:36+00:00,11,Система/Процесс
357,Рассмотрение заместителем руководителя,1970-04-26 20:52:37+00:00,11,Служащий
358,Отправить уведомление об отказе,1970-04-26 20:52:38+00:00,11,Система/Процесс
359,Первичная проверка документов,1970-04-26 20:52:39+00:00,12,Служащий
360,Уведомить о доработке,1970-04-26 20:52:40+00:00,12,Система/Процесс
361,Доработка заявления,1970-04-26 20:52:41+00:00,12,Система/Процесс
362,Первичная проверка документов,1970-04-26 20:52:42+00:00,12,Служащий
363,Регистрация заявления,1970-04-26 20:52:43+00:00,12,Система/Процесс
364,Проверка инженером-экспертом,1970-04-26 20:52:44+00:00,12,Инженер
365,Проверка архитектором-экспертом,1970-04-26 20:52:45+00:00,12,Архитектор
366,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:52:46+00:00,12,Санэпидемнадзор
367,Запрос заключения пожарного эксперта,1970-04-26 20:52:47+00:00,12,Пожарный надзор
368,Требуется ручная проверка,1970-04-26 20:52:48+00:00,12,Система/Процесс
369,Ручная проверка пожарного надзора,1970-04-26 20:52:49+00:00,12,Пожарный надзор
370,Отправка запроса миграционной службе,1970-04-26 20:52:50+00:00,12,Система/Процесс
